texto,dependencia
"Por favor, Quiero entrar al programa Savia","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
Quiero entrar al programa Savia.,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
Me gustaría entrar al programa Savia,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
Soy universitario y busco un tutor investigador,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
Soy universitario y busco un tutor investigador. Por favor ayúdenme.,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Hola, Soy universitario, busco un tutor investigador, gracias","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"busco un tutor investigador, Soy universitario","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
Talleres de robótica o ciencia para niños,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Buen día, Talleres de robótica o ciencia para niños. Por favor ayúdenme.","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Hola, Talleres de robótica o ciencia para niños, gracias","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
Talleres de robótica o ciencia para niños. Por favor ayúdenme.,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
Somos una asociación civil y tenemos un proyecto de divulgación,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Hola, Somos una asociación civil y tenemos un proyecto de divulgación","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"tenemos un proyecto de divulgación, Somos una asociación civil","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Somos una asociación civil, tenemos un proyecto de divulgación","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
Necesitamos financiamiento para equipo de laboratorio,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Buen día, Necesitamos financiamiento para equipo de laboratorio.","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Por favor, Necesitamos financiamiento para equipo de laboratorio.","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Buen día, Necesitamos financiamiento para equipo de laboratorio","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
Apoyo para ferias de ciencia,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Por favor, Apoyo para ferias de ciencia. Por favor ayúdenme.","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Hola, Apoyo para ferias de ciencia.","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Buen día, Apoyo para ferias de ciencia, gracias","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
Fondos para proyectos de agrobiotecnología,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
Fondos para proyectos de agrobiotecnología. Por favor ayúdenme.,"Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Por favor, Fondos para proyectos de agrobiotecnología, gracias","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
"Fondos para proyectos de agrobiotecnología, gracias","Secretaría de Ciencia, Humanidades, Tecnología e Innovación (Antes SIIES)"
Soy pintor y busco financiamiento para mi exposición,Secretaría de la Cultura y las Artes (SEDECULTA)
"busco financiamiento para mi exposición, Soy pintor",Secretaría de la Cultura y las Artes (SEDECULTA)
"Hola, Soy pintor, busco financiamiento para mi exposición.",Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, busco financiamiento para mi exposición, Soy pintor, gracias",Secretaría de la Cultura y las Artes (SEDECULTA)
Convocatoria del PECDA para escritores,Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, Convocatoria del PECDA para escritores. Por favor ayúdenme.",Secretaría de la Cultura y las Artes (SEDECULTA)
"Hola, Convocatoria del PECDA para escritores, gracias",Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, Convocatoria del PECDA para escritores",Secretaría de la Cultura y las Artes (SEDECULTA)
Tengo un grupo de teatro y necesitamos apoyo para el montaje,Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, Tengo un grupo de teatro y necesitamos apoyo para el montaje. Por favor ayúdenme.",Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, necesitamos apoyo para el montaje, Tengo un grupo de teatro, gracias",Secretaría de la Cultura y las Artes (SEDECULTA)
Tengo un grupo de teatro y necesitamos apoyo para el montaje.,Secretaría de la Cultura y las Artes (SEDECULTA)
Becas para artistas visuales,Secretaría de la Cultura y las Artes (SEDECULTA)
"Hola, Becas para artistas visuales",Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, Becas para artistas visuales.",Secretaría de la Cultura y las Artes (SEDECULTA)
Becas para artistas visuales.,Secretaría de la Cultura y las Artes (SEDECULTA)
Queremos hacer un proyecto para rescatar la lengua maya en mi pueblo,Secretaría de la Cultura y las Artes (SEDECULTA)
"Hola, Queremos hacer un proyecto para rescatar la lengua maya en mi pueblo. Por favor ayúdenme.",Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, Queremos hacer un proyecto para rescatar la lengua maya en mi pueblo.",Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, Queremos hacer un proyecto para rescatar la lengua maya en mi pueblo.",Secretaría de la Cultura y las Artes (SEDECULTA)
Apoyo para el grupo de jarana de la comunidad,Secretaría de la Cultura y las Artes (SEDECULTA)
Apoyo para el grupo de jarana de la comunidad. Por favor ayúdenme.,Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, Apoyo para el grupo de jarana de la comunidad.",Secretaría de la Cultura y las Artes (SEDECULTA)
Apoyo para el grupo de jarana de la comunidad.,Secretaría de la Cultura y las Artes (SEDECULTA)
Financiamiento para preservar tradiciones mayas,Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, Financiamiento para preservar tradiciones mayas.",Secretaría de la Cultura y las Artes (SEDECULTA)
"Hola, Financiamiento para preservar tradiciones mayas.",Secretaría de la Cultura y las Artes (SEDECULTA)
"Hola, Financiamiento para preservar tradiciones mayas, gracias",Secretaría de la Cultura y las Artes (SEDECULTA)
Convocatoria PACMyC,Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, Convocatoria PACMyC. Por favor ayúdenme.",Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, Convocatoria PACMyC.",Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, Convocatoria PACMyC",Secretaría de la Cultura y las Artes (SEDECULTA)
Convocatoria para la Medalla Yucatán,Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, Convocatoria para la Medalla Yucatán. Por favor ayúdenme.",Secretaría de la Cultura y las Artes (SEDECULTA)
Convocatoria para la Medalla Yucatán.,Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, Convocatoria para la Medalla Yucatán",Secretaría de la Cultura y las Artes (SEDECULTA)
Quiero postular a alguien para el premio al mérito cultural,Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, Quiero postular a alguien para el premio al mérito cultural, gracias",Secretaría de la Cultura y las Artes (SEDECULTA)
"Hola, Quiero postular a alguien para el premio al mérito cultural, gracias",Secretaría de la Cultura y las Artes (SEDECULTA)
Deseo postular a alguien para el premio al mérito cultural.,Secretaría de la Cultura y las Artes (SEDECULTA)
Reconocimientos a periodistas culturales,Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, Reconocimientos a periodistas culturales.",Secretaría de la Cultura y las Artes (SEDECULTA)
Reconocimientos a periodistas culturales.,Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, Reconocimientos a periodistas culturales. Por favor ayúdenme.",Secretaría de la Cultura y las Artes (SEDECULTA)
Somos una AC que administra un museo y buscamos recursos,Secretaría de la Cultura y las Artes (SEDECULTA)
"buscamos recursos, Somos una AC que administra un museo",Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, Somos una AC que administra un museo, buscamos recursos. Por favor ayúdenme.",Secretaría de la Cultura y las Artes (SEDECULTA)
Somos una AC que administra un museo y buscamos recursos. Por favor ayúdenme.,Secretaría de la Cultura y las Artes (SEDECULTA)
Apoyo para exposiciones en museos de la ciudad,Secretaría de la Cultura y las Artes (SEDECULTA)
"Hola, Apoyo para exposiciones en museos de la ciudad, gracias",Secretaría de la Cultura y las Artes (SEDECULTA)
"Por favor, Apoyo para exposiciones en museos de la ciudad, gracias",Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, Apoyo para exposiciones en museos de la ciudad.",Secretaría de la Cultura y las Artes (SEDECULTA)
Donativos para recintos culturales,Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, Donativos para recintos culturales.",Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, Donativos para recintos culturales, gracias",Secretaría de la Cultura y las Artes (SEDECULTA)
"Buen día, Donativos para recintos culturales. Por favor ayúdenme.",Secretaría de la Cultura y las Artes (SEDECULTA)
¿Cuándo depositan el apoyo de la veda del mero?,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Hola, ¿Cuándo depositan el apoyo de la veda del mero?.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"¿Cuándo depositan el apoyo de la veda del mero?, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Buen día, ¿Cuándo depositan el apoyo de la veda del mero?",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
Soy filetera y quiero saber si entro en el programa de apoyo,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
Soy filetera y me gustaría saber si entro en el programa de apoyo,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Soy filetera, busco saber si entro en el programa de apoyo",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Buen día, quiero saber si entro en el programa de apoyo, Soy filetera.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"No puedo pescar por la veda, necesito el apoyo",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"necesito el apoyo, No puedo pescar por la veda",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"No puedo pescar por la veda, necesito el apoyo.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Hola, necesito el apoyo, No puedo pescar por la veda, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
Inscripción al programa Respeto la Veda,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, Inscripción al programa Respeto la Veda.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, Inscripción al programa Respeto la Veda, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Hola, Inscripción al programa Respeto la Veda, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
Necesito un motor nuevo para mi lancha con el peso a peso,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
Preciso un motor nuevo para mi lancha con el peso a peso,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
Necesito un motor nuevo para mi lancha con el peso a peso.,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, Preciso un motor nuevo para mi lancha con el peso a peso. Por favor ayúdenme.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
Apoyo para comprar redes y plomos,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, Apoyo para comprar redes y plomos",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Apoyo para comprar redes, plomos",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Apoyo para comprar redes, plomos, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
Tengo una granja de tilapia y necesito equipo,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Buen día, Tengo una granja de tilapia y me hace falta equipo",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Buen día, Tengo una granja de tilapia, necesito equipo",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, necesito equipo, Tengo una granja de tilapia.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
Herramientas para pescadores a mitad de precio,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Buen día, Herramientas para pescadores a mitad de precio.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, Herramientas para pescadores a mitad de precio.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
Herramientas para pescadores a mitad de precio.,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
Quiero solicitar radios y chalecos para mi tripulación,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Quiero solicitar radios, chalecos para mi tripulación",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Buen día, Quiero solicitar radios y chalecos para mi tripulación, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Hola, Quiero solicitar radios, chalecos para mi tripulación.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Mi esposo pescador falleció en el mar, ¿hay algún apoyo?",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Buen día, Mi esposo pescador falleció en el mar, ¿hay algún apoyo?. Por favor ayúdenme.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Buen día, Mi esposo pescador falleció en el mar, ¿hay algún apoyo?",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"¿hay algún apoyo?, Mi esposo pescador falleció en el mar",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
Curso de seguridad marítima,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, Curso de seguridad marítima",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, Curso de seguridad marítima, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Buen día, Curso de seguridad marítima",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
Apoyo para deudos de pescadores,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, Apoyo para deudos de pescadores, gracias",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, Apoyo para deudos de pescadores. Por favor ayúdenme.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Hola, Apoyo para deudos de pescadores",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
Equipo de rescate y seguridad,Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Hola, seguridad, Equipo de rescate.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Equipo de rescate, seguridad",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
"Por favor, seguridad, Equipo de rescate.",Secretaría de Pesca y Acuacultura Sustentables (SEPASY)
Mi esposo me golpeó y quiero denunciar,Secretaría de las Mujeres (SEMUJERES)
"quiero denunciar, Mi esposo me golpeó",Secretaría de las Mujeres (SEMUJERES)
"Buen día, quiero denunciar, Mi esposo me golpeó",Secretaría de las Mujeres (SEMUJERES)
"Por favor, Mi esposo me golpeó y deseo denunciar, gracias",Secretaría de las Mujeres (SEMUJERES)
Necesito una abogada porque no me pasan pensión,Secretaría de las Mujeres (SEMUJERES)
Me hace falta una abogada porque no me pasan pensión,Secretaría de las Mujeres (SEMUJERES)
"Hola, Me hace falta una abogada porque no me pasan pensión. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
"Por favor, Necesito una abogada porque no me pasan pensión, gracias",Secretaría de las Mujeres (SEMUJERES)
"Busco ayuda psicológica, me siento muy mal",Secretaría de las Mujeres (SEMUJERES)
"Buen día, Busco ayuda psicológica, me siento muy mal, gracias",Secretaría de las Mujeres (SEMUJERES)
"Busco ayuda psicológica, me siento muy mal, gracias",Secretaría de las Mujeres (SEMUJERES)
"Buen día, Busco ayuda psicológica, me siento muy mal",Secretaría de las Mujeres (SEMUJERES)
Dónde están los centros de atención a la mujer,Secretaría de las Mujeres (SEMUJERES)
"Hola, Dónde están los centros de atención a la mujer. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
"Buen día, Dónde están los centros de atención a la mujer, gracias",Secretaría de las Mujeres (SEMUJERES)
En qué lugar están los centros de atención a la mujer,Secretaría de las Mujeres (SEMUJERES)
Tengo que salir de mi casa por violencia y no tengo dónde ir,Secretaría de las Mujeres (SEMUJERES)
"Hola, Tengo que salir de mi casa por violencia, no tengo dónde ir.",Secretaría de las Mujeres (SEMUJERES)
"Buen día, Tengo que salir de mi casa por violencia y no tengo dónde ir.",Secretaría de las Mujeres (SEMUJERES)
"Buen día, no tengo dónde ir, Tengo que salir de mi casa por violencia, gracias",Secretaría de las Mujeres (SEMUJERES)
Apoyo para pagar renta y alejarme de mi agresor,Secretaría de las Mujeres (SEMUJERES)
"alejarme de mi agresor, Apoyo para pagar renta",Secretaría de las Mujeres (SEMUJERES)
"Buen día, Apoyo para pagar renta y alejarme de mi agresor. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
"Apoyo para pagar renta, alejarme de mi agresor",Secretaría de las Mujeres (SEMUJERES)
Soy abuela y cuido a mis nietos víctimas de feminicidio,Secretaría de las Mujeres (SEMUJERES)
"Buen día, Soy abuela y cuido a mis nietos víctimas de feminicidio, gracias",Secretaría de las Mujeres (SEMUJERES)
"Buen día, Soy abuela y cuido a mis nietos víctimas de feminicidio",Secretaría de las Mujeres (SEMUJERES)
"Por favor, Soy abuela, cuido a mis nietos víctimas de feminicidio.",Secretaría de las Mujeres (SEMUJERES)
Apoyo para gastos funerarios por violencia,Secretaría de las Mujeres (SEMUJERES)
Apoyo para gastos funerarios por violencia.,Secretaría de las Mujeres (SEMUJERES)
"Apoyo para gastos funerarios por violencia, gracias",Secretaría de las Mujeres (SEMUJERES)
"Hola, Apoyo para gastos funerarios por violencia",Secretaría de las Mujeres (SEMUJERES)
¿Cuáles son los Oxxos donde puedo pedir ayuda?,Secretaría de las Mujeres (SEMUJERES)
"Por favor, ¿Cuáles son los Oxxos donde puedo pedir ayuda?.",Secretaría de las Mujeres (SEMUJERES)
"¿Cuáles son los Oxxos donde puedo pedir ayuda?, gracias",Secretaría de las Mujeres (SEMUJERES)
¿Cuáles son los Oxxos donde puedo pedir ayuda?. Por favor ayúdenme.,Secretaría de las Mujeres (SEMUJERES)
Me siento insegura en la calle,Secretaría de las Mujeres (SEMUJERES)
"Buen día, Me siento insegura en la calle, gracias",Secretaría de las Mujeres (SEMUJERES)
Me siento insegura en la calle. Por favor ayúdenme.,Secretaría de las Mujeres (SEMUJERES)
"Buen día, Me siento insegura en la calle.",Secretaría de las Mujeres (SEMUJERES)
Botón de pánico para mujeres,Secretaría de las Mujeres (SEMUJERES)
"Hola, Botón de pánico para mujeres",Secretaría de las Mujeres (SEMUJERES)
"Buen día, Botón de pánico para mujeres",Secretaría de las Mujeres (SEMUJERES)
"Buen día, Botón de pánico para mujeres, gracias",Secretaría de las Mujeres (SEMUJERES)
Soy artesana y quiero vender mejor mis productos,Secretaría de las Mujeres (SEMUJERES)
"Por favor, Soy artesana y quiero vender mejor mis productos. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
"Por favor, quiero vender mejor mis productos, Soy artesana.",Secretaría de las Mujeres (SEMUJERES)
Soy artesana y quiero vender mejor mis productos. Por favor ayúdenme.,Secretaría de las Mujeres (SEMUJERES)
Capacitación para mujeres que quieren poner un negocio,Secretaría de las Mujeres (SEMUJERES)
"Buen día, Capacitación para mujeres que quieren poner un negocio. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
"Hola, Capacitación para mujeres que quieren poner un negocio",Secretaría de las Mujeres (SEMUJERES)
"Buen día, Capacitación para mujeres que quieren poner un negocio",Secretaría de las Mujeres (SEMUJERES)
Grupo de mujeres productivas,Secretaría de las Mujeres (SEMUJERES)
"Buen día, Grupo de mujeres productivas",Secretaría de las Mujeres (SEMUJERES)
Grupo de mujeres productivas.,Secretaría de las Mujeres (SEMUJERES)
"Hola, Grupo de mujeres productivas",Secretaría de las Mujeres (SEMUJERES)
Queremos una plática de prevención de embarazo en la secundaria,Secretaría de las Mujeres (SEMUJERES)
"Buen día, Queremos una plática de prevención de embarazo en la secundaria",Secretaría de las Mujeres (SEMUJERES)
"Buen día, Queremos una plática de prevención de embarazo en la secundaria, gracias",Secretaría de las Mujeres (SEMUJERES)
"Queremos una plática de prevención de embarazo en la secundaria, gracias",Secretaría de las Mujeres (SEMUJERES)
Quiero ser promotora comunitaria de la secretaría,Secretaría de las Mujeres (SEMUJERES)
"Por favor, Quiero ser promotora comunitaria de la secretaría. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
"Por favor, Me gustaría ser promotora comunitaria de la secretaría, gracias",Secretaría de las Mujeres (SEMUJERES)
"Por favor, Busco ser promotora comunitaria de la secretaría. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
Información sobre derechos sexuales para adolescentes,Secretaría de las Mujeres (SEMUJERES)
"Buen día, Información sobre derechos sexuales para adolescentes.",Secretaría de las Mujeres (SEMUJERES)
"Por favor, Información sobre derechos sexuales para adolescentes. Por favor ayúdenme.",Secretaría de las Mujeres (SEMUJERES)
"Hola, Información sobre derechos sexuales para adolescentes, gracias",Secretaría de las Mujeres (SEMUJERES)
mi iglesia cristiana necesita sillas para el culto,Secretaría General de Gobierno (SGG)
mi iglesia cristiana necesita sillas para el culto. Por favor ayúdenme.,Secretaría General de Gobierno (SGG)
"Buen día, mi iglesia cristiana necesita sillas para el culto.",Secretaría General de Gobierno (SGG)
"Hola, mi iglesia cristiana necesita sillas para el culto, gracias",Secretaría General de Gobierno (SGG)
queremos registrar una asociacion civil de ayuda a animales,Secretaría General de Gobierno (SGG)
queremos registrar una asociacion civil de apoyo a animales,Secretaría General de Gobierno (SGG)
"Por favor, queremos registrar una asociacion civil de ayuda a animales. Por favor ayúdenme.",Secretaría General de Gobierno (SGG)
"Buen día, queremos registrar una asociacion civil de apoyo a animales, gracias",Secretaría General de Gobierno (SGG)
soy ex convicto y nadie me da trabajo necesito apoyo,Secretaría General de Gobierno (SGG)
"Hola, soy ex convicto y nadie me da trabajo necesito apoyo.",Secretaría General de Gobierno (SGG)
"Por favor, soy ex convicto y nadie me da trabajo necesito apoyo, gracias",Secretaría General de Gobierno (SGG)
"Por favor, soy ex convicto y nadie me da trabajo necesito apoyo",Secretaría General de Gobierno (SGG)
apoyo para pasajes para ir a firmar mi libertad condicional,Secretaría General de Gobierno (SGG)
"Por favor, apoyo para pasajes para ir a firmar mi libertad condicional.",Secretaría General de Gobierno (SGG)
apoyo para pasajes para ir a firmar mi libertad condicional. Por favor ayúdenme.,Secretaría General de Gobierno (SGG)
"Por favor, apoyo para pasajes para ir a firmar mi libertad condicional",Secretaría General de Gobierno (SGG)
la casa ejidal de mi pueblo se esta cayendo a pedazos,Secretaría General de Gobierno (SGG)
"Buen día, la casa ejidal de mi pueblo se esta cayendo a pedazos.",Secretaría General de Gobierno (SGG)
"Por favor, la casa ejidal de mi pueblo se esta cayendo a pedazos, gracias",Secretaría General de Gobierno (SGG)
"Buen día, la casa ejidal de mi pueblo se esta cayendo a pedazos",Secretaría General de Gobierno (SGG)
solicitud de pintura para el local del comisariado,Secretaría General de Gobierno (SGG)
"Buen día, solicitud de pintura para el local del comisariado",Secretaría General de Gobierno (SGG)
"Buen día, solicitud de pintura para el local del comisariado, gracias",Secretaría General de Gobierno (SGG)
"Por favor, solicitud de pintura para el local del comisariado, gracias",Secretaría General de Gobierno (SGG)
quiero que mi hijo entre a la banda de musica del gobierno,Secretaría General de Gobierno (SGG)
"Por favor, quiero que mi hijo entre a la banda de musica del gobierno",Secretaría General de Gobierno (SGG)
"Buen día, quiero que mi hijo entre a la banda de musica del gobierno.",Secretaría General de Gobierno (SGG)
"Por favor, quiero que mi hijo entre a la banda de musica del gobierno. Por favor ayúdenme.",Secretaría General de Gobierno (SGG)
me discriminaron en un restaurante por mi color de piel,Secretaría General de Gobierno (SGG)
"Buen día, me discriminaron en un restaurante por mi color de piel, gracias",Secretaría General de Gobierno (SGG)
"Buen día, me discriminaron en un restaurante por mi color de piel.",Secretaría General de Gobierno (SGG)
"Por favor, me discriminaron en un restaurante por mi color de piel",Secretaría General de Gobierno (SGG)
soy indigena y no me atendieron bien necesito ayuda,Secretaría General de Gobierno (SGG)
"Hola, no me atendieron bien necesito ayuda, soy indigena, gracias",Secretaría General de Gobierno (SGG)
"Hola, soy indigena, no me atendieron bien me hace falta ayuda.",Secretaría General de Gobierno (SGG)
"Por favor, no me atendieron bien requiero asistencia, soy indigena",Secretaría General de Gobierno (SGG)
tengo problemas de agresividad con mi familia,Secretaría General de Gobierno (SGG)
"Buen día, tengo problemas de agresividad con mi familia. Por favor ayúdenme.",Secretaría General de Gobierno (SGG)
"Por favor, tengo problemas de agresividad con mi familia. Por favor ayúdenme.",Secretaría General de Gobierno (SGG)
"Hola, tengo problemas de agresividad con mi familia.",Secretaría General de Gobierno (SGG)
terapia para hombres que golpean a mujeres,Secretaría General de Gobierno (SGG)
"Hola, terapia para hombres que golpean a mujeres, gracias",Secretaría General de Gobierno (SGG)
terapia para hombres que golpean a mujeres. Por favor ayúdenme.,Secretaría General de Gobierno (SGG)
"Buen día, terapia para hombres que golpean a mujeres, gracias",Secretaría General de Gobierno (SGG)
taller de prevencion del delito para mi colonia peligrosa,Secretaría General de Gobierno (SGG)
"Por favor, taller de prevencion del delito para mi colonia peligrosa.",Secretaría General de Gobierno (SGG)
"taller de prevencion del delito para mi colonia peligrosa, gracias",Secretaría General de Gobierno (SGG)
"Por favor, taller de prevencion del delito para mi colonia peligrosa",Secretaría General de Gobierno (SGG)
torneo de futbol para alejar a los chavos de las drogas,Secretaría General de Gobierno (SGG)
"Buen día, torneo de futbol para alejar a los chavos de las drogas. Por favor ayúdenme.",Secretaría General de Gobierno (SGG)
torneo de futbol para alejar a los chavos de las drogas. Por favor ayúdenme.,Secretaría General de Gobierno (SGG)
"Hola, torneo de futbol para alejar a los chavos de las drogas",Secretaría General de Gobierno (SGG)
donde estan los albergues por el huracan que viene,Secretaría General de Gobierno (SGG)
en qué lugar estan los albergues por el huracan que viene,Secretaría General de Gobierno (SGG)
donde estan los albergues por el huracan que viene. Por favor ayúdenme.,Secretaría General de Gobierno (SGG)
"Por favor, dónde estan los albergues por el huracan que viene.",Secretaría General de Gobierno (SGG)
reporte de inundacion en el fraccionamiento las americas,Secretaría General de Gobierno (SGG)
reporte de inundacion en el fraccionamiento las americas. Por favor ayúdenme.,Secretaría General de Gobierno (SGG)
"reporte de inundacion en el fraccionamiento las americas, gracias",Secretaría General de Gobierno (SGG)
"Buen día, reporte de inundacion en el fraccionamiento las americas. Por favor ayúdenme.",Secretaría General de Gobierno (SGG)
platicas para evitar embarazo adolescente en la prepa,Secretaría General de Gobierno (SGG)
"platicas para evitar embarazo adolescente en la prepa, gracias",Secretaría General de Gobierno (SGG)
"Buen día, platicas para evitar embarazo adolescente en la prepa. Por favor ayúdenme.",Secretaría General de Gobierno (SGG)
"Hola, platicas para evitar embarazo adolescente en la prepa.",Secretaría General de Gobierno (SGG)
mi hija de 14 salio embarazada que hacemos,Secretaría General de Gobierno (SGG)
"Buen día, mi hija de 14 salio embarazada que hacemos, gracias",Secretaría General de Gobierno (SGG)
"Hola, mi hija de 14 salio embarazada que hacemos. Por favor ayúdenme.",Secretaría General de Gobierno (SGG)
"Por favor, mi hija de 14 salio embarazada que hacemos.",Secretaría General de Gobierno (SGG)
acta de divorcio cuanto cuesta,Consejería Jurídica (Registro Civil)
"Hola, acta de divorcio cuanto cuesta.",Consejería Jurídica (Registro Civil)
